Game_ID,Player_ID,OffRtg,DefRtg
006728e4c10e957011e1f24878e6054a,ae53f8ba6761b64a174051da817785bc,37.5,50.0
006728e4c10e957011e1f24878e6054a,44230324724c84f122ac62a5f0918314,54.28571428571429,45.714285714285715
006728e4c10e957011e1f24878e6054a,8d2127290c94bd41b82a2938734bc750,58.18181818181818,65.45454545454545
006728e4c10e957011e1f24878e6054a,48ec4e6c52f418d5ca4ef510ba473ea0,55.17241379310346,55.17241379310346
006728e4c10e957011e1f24878e6054a,e816ff284dc3f965b8f3d605a3b91bae,0.0,0.0
006728e4c10e957011e1f24878e6054a,ed95dff5440fadf3042b5acacea81eed,0.0,0.0
006728e4c10e957011e1f24878e6054a,616281dee946056b071699476fdee9ec,55.42168674698795,61.44578313253012
006728e4c10e957011e1f24878e6054a,e814950408915f43de2b079dce7c21c5,54.098360655737714,59.016393442622956
006728e4c10e957011e1f24878e6054a,2ad626904c8b28cceb8e12c624a84240,44.444444444444436,59.72222222222222
006728e4c10e957011e1f24878e6054a,bd45fe7dba52aa2cd00ba80ff107d05b,0.0,0.0
006728e4c10e957011e1f24878e6054a,766802a8fda500d7945950de7398c9c6,55.24475524475524,57.342657342657354
006728e4c10e957011e1f24878e6054a,99104de2626f67c1fa2ce70504970c3f,55.26315789473685,50.0
006728e4c10e957011e1f24878e6054a,42e0d7167f04a4ff958c6442da0e6851,58.20895522388061,58.20895522388061
006728e4c10e957011e1f24878e6054a,c5dd5b2e3b975f0849d9b74e74125cb9,52.564102564102576,60.89743589743589
006728e4c10e957011e1f24878e6054a,5db9c1c8184510fee8161e7fafdc9c49,40.57971014492754,49.27536231884058
006728e4c10e957011e1f24878e6054a,f4a5ca938177c407a9dab5412e39498f,42.622950819672134,52.459016393442624
006728e4c10e957011e1f24878e6054a,1b37fed4823f31ccbf03515f4b9fe438,0.0,0.0
006728e4c10e957011e1f24878e6054a,c10b49616a2f4a23607dc1a8be4fde9f,0.0,0.0
006728e4c10e957011e1f24878e6054a,d00d552bc4e50f63f9397a74514519ba,0.0,0.0
006728e4c10e957011e1f24878e6054a,dd1da128c27db468d95b99b583f8a57d,0.0,0.0
006728e4c10e957011e1f24878e6054a,4ef3dae16c436459ff05156abca5cebd,59.09090909090909,45.45454545454545
006728e4c10e957011e1f24878e6054a,618f6d58ab2881152607c2a6e057bc51,63.44086021505376,62.365591397849464
006728e4c10e957011e1f24878e6054a,902362537ff2a39c0c0cfb82ab0adac2,0.0,0.0
006728e4c10e957011e1f24878e6054a,e59b921ab3da55f632bc748beb12805a,0.0,0.0
006728e4c10e957011e1f24878e6054a,4413c19cf092bda39332d7833c90bfe6,63.93442622950821,57.377049180327866
006728e4c10e957011e1f24878e6054a,bf6ed471f8425903310f08548a206905,0.0,0.0
006728e4c10e957011e1f24878e6054a,5cce6ffa455e6372d9de0de400482ab6,63.291139240506325,40.506329113924046
006728e4c10e957011e1f24878e6054a,4dd3d6a51dc97c651d3a86eec4362a1f,67.64705882352942,50.0
006728e4c10e957011e1f24878e6054a,7027df5d9c51192f3527ac8c74b4d08d,0.0,0.0
006728e4c10e957011e1f24878e6054a,d81d912f81fa43178f423aa89a713e96,64.7887323943662,60.56338028169014
03ac65b9a32fde1e201bfb427f6e41e4,255fe2a8be0ed5c06dd99969ab4fea55,71.69811320754717,62.26415094339622
03ac65b9a32fde1e201bfb427f6e41e4,94e99d76e87ee926faab66d382b3a955,0.0,0.0
03ac65b9a32fde1e201bfb427f6e41e4,ad1c818605d80c2d6aeabf60426e94a9,0.0,0.0
03ac65b9a32fde1e201bfb427f6e41e4,52c6125836c465f4ac5232121dacb49d,66.66666666666666,60.60606060606061
03ac65b9a32fde1e201bfb427f6e41e4,ff59dc439c6c323320bc355afe884fcb,50.993377483443716,50.33112582781458
03ac65b9a32fde1e201bfb427f6e41e4,7dfbb5980c066844384ba7424aceae47,54.4378698224852,53.254437869822496
03ac65b9a32fde1e201bfb427f6e41e4,3626b893fc73a5cbd67d1ea48a5c7039,52.40641711229946,55.080213903743314
03ac65b9a32fde1e201bfb427f6e41e4,0b978fcfa7f2ec839c563a755e345ff8,36.0,57.99999999999999
