game_id,event_num,event_msg_type,period,wc_time,pc_time,action_type,option1,option2,option3,team_id,person1,person2,person3,team_id_type,person1_type,person2_type,person3_type
b6badbf582ad7c8e52c35cb5308e3ffb,2,12,1,546390,7200,0,0,0,0,1473d70e5646a26de3c52aa1abd85b1f,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,0,0,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,4,10,1,546390,7200,0,0,0,0,0a6fc39f34702cff144525dfd265f8fa,95c8abc40fb4ecf4fa5627975450dc95,95c17413c3df2cb6709f0b23d27b5340,95c8abc40fb4ecf4fa5627975450dc95,2,4,5,4
b6badbf582ad7c8e52c35cb5308e3ffb,7,2,1,546590,6990,1,3,0,0,0a6fc39f34702cff144525dfd265f8fa,eeaac18e3ac23a64e844e9686189d005,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,2,4,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,8,4,1,546630,6950,0,0,0,0,9eaab5de3f7ccd60442845f4e6b70a75,8ef226e011978823e53492a28d71217f,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,2,5,0,0
0,0,0,0,0,6950,0,0,0,0,0,0,0,0,0,0,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,9,5,1,546690,6890,1,1,0,0,9eaab5de3f7ccd60442845f4e6b70a75,8ef226e011978823e53492a28d71217f,324b2f11b1cd08156cceb7206ef69820,0370a0d090da0d0edc6319f120187e0e,3,5,4,0
0,0,0,0,0,6890,0,0,0,0,0,0,0,0,0,0,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,11,6,1,546890,6720,2,0,0,2,9eaab5de3f7ccd60442845f4e6b70a75,95c17413c3df2cb6709f0b23d27b5340,95c8abc40fb4ecf4fa5627975450dc95,24b95770922cd7772df8e5250e86a702,2,5,4,1
b6badbf582ad7c8e52c35cb5308e3ffb,13,3,1,547170,6720,11,1,0,0,0a6fc39f34702cff144525dfd265f8fa,95c8abc40fb4ecf4fa5627975450dc95,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,2,4,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,14,3,1,547410,6720,12,2,0,0,0a6fc39f34702cff144525dfd265f8fa,95c8abc40fb4ecf4fa5627975450dc95,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,2,4,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,15,4,1,547430,6720,0,0,0,0,9eaab5de3f7ccd60442845f4e6b70a75,0e6ad08f07aa1d0f125692af405249b9,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,2,5,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,16,1,1,547600,6520,1,3,0,0,9eaab5de3f7ccd60442845f4e6b70a75,3773aefed22b2274d2178f90bb6a858a,11f83d15ab55554432254788bba1e58f,0370a0d090da0d0edc6319f120187e0e,3,5,5,0
b6badbf582ad7c8e52c35cb5308e3ffb,67,18,1,547600,6520,1,0,0,0,0a6fc39f34702cff144525dfd265f8fa,486299041c3ef4dbd9fd479db60e6e37,0370a0d090da0d0edc6319f120187e0e,e6316849fc94da16ecfd25fa67cf8c17,2,0,0,1
0,0,0,0,0,6520,0,0,0,0,0,0,0,0,0,0,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,18,2,1,547800,6320,63,2,0,0,0a6fc39f34702cff144525dfd265f8fa,3007e387a7d41a704390cb5878271b9a,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,2,4,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,19,4,1,547820,6300,0,0,0,0,9eaab5de3f7ccd60442845f4e6b70a75,8ef226e011978823e53492a28d71217f,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,2,5,0,0
0,0,0,0,0,6300,0,0,0,0,0,0,0,0,0,0,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,20,2,1,547910,6210,47,2,0,0,9eaab5de3f7ccd60442845f4e6b70a75,3773aefed22b2274d2178f90bb6a858a,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,3,5,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,21,4,1,547950,6170,0,0,0,0,0a6fc39f34702cff144525dfd265f8fa,324b2f11b1cd08156cceb7206ef69820,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,3,4,0,0
0,0,0,0,0,6170,0,0,0,0,0,0,0,0,0,0,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,22,2,1,547990,6120,1,3,1,0,0a6fc39f34702cff144525dfd265f8fa,cf81e3b197158f3ddedae95005aa9859,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,2,4,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,23,4,1,548010,6100,0,0,0,0,9eaab5de3f7ccd60442845f4e6b70a75,11f83d15ab55554432254788bba1e58f,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,2,5,0,0
0,0,0,0,0,6100,0,0,0,0,0,0,0,0,0,0,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,24,1,1,548060,6060,50,2,1,0,9eaab5de3f7ccd60442845f4e6b70a75,0e6ad08f07aa1d0f125692af405249b9,11f83d15ab55554432254788bba1e58f,0370a0d090da0d0edc6319f120187e0e,3,5,5,0
0,0,0,0,0,6060,0,0,0,0,0,0,0,0,0,0,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,26,2,1,548280,5830,86,2,0,0,0a6fc39f34702cff144525dfd265f8fa,95c8abc40fb4ecf4fa5627975450dc95,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,2,4,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,27,4,1,548310,5820,0,0,0,0,9eaab5de3f7ccd60442845f4e6b70a75,8ef226e011978823e53492a28d71217f,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,2,5,0,0
0,0,0,0,0,5820,0,0,0,0,0,0,0,0,0,0,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,28,2,1,548380,5750,73,2,0,0,9eaab5de3f7ccd60442845f4e6b70a75,8ef226e011978823e53492a28d71217f,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,3,5,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,29,4,1,548400,5730,0,0,0,0,0a6fc39f34702cff144525dfd265f8fa,95c8abc40fb4ecf4fa5627975450dc95,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,3,4,0,0
0,0,0,0,0,5730,0,0,0,0,0,0,0,0,0,0,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,30,6,1,548460,5690,26,0,0,0,0a6fc39f34702cff144525dfd265f8fa,95c8abc40fb4ecf4fa5627975450dc95,95c17413c3df2cb6709f0b23d27b5340,4c28632a1ac678cf75a2110234adbf29,2,4,5,1
b6badbf582ad7c8e52c35cb5308e3ffb,32,5,1,548460,5690,37,0,0,0,0a6fc39f34702cff144525dfd265f8fa,95c8abc40fb4ecf4fa5627975450dc95,0370a0d090da0d0edc6319f120187e0e,4c28632a1ac678cf75a2110234adbf29,2,4,0,1
0,0,0,0,0,5690,0,0,0,0,0,0,0,0,0,0,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,33,6,1,548670,5650,1,0,0,0,0a6fc39f34702cff144525dfd265f8fa,324b2f11b1cd08156cceb7206ef69820,3773aefed22b2274d2178f90bb6a858a,e6316849fc94da16ecfd25fa67cf8c17,3,4,5,1
b6badbf582ad7c8e52c35cb5308e3ffb,35,2,1,548960,5480,63,2,0,0,9eaab5de3f7ccd60442845f4e6b70a75,8ef226e011978823e53492a28d71217f,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,3,5,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,36,4,1,548980,5460,0,0,0,0,0a6fc39f34702cff144525dfd265f8fa,95c8abc40fb4ecf4fa5627975450dc95,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,3,4,0,0
0,0,0,0,0,5460,0,0,0,0,0,0,0,0,0,0,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,37,20,1,549060,5420,3,0,0,0,0a6fc39f34702cff144525dfd265f8fa,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,2,0,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,38,2,1,549240,5370,80,2,0,0,0a6fc39f34702cff144525dfd265f8fa,324b2f11b1cd08156cceb7206ef69820,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,2,4,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,39,4,1,549260,5350,0,0,0,0,9eaab5de3f7ccd60442845f4e6b70a75,3773aefed22b2274d2178f90bb6a858a,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,2,5,0,0
0,0,0,0,0,5350,0,0,0,0,0,0,0,0,0,0,0,0
b6badbf582ad7c8e52c35cb5308e3ffb,40,6,1,549370,5270,2,0,0,2,0a6fc39f34702cff144525dfd265f8fa,cf81e3b197158f3ddedae95005aa9859,0e6ad08f07aa1d0f125692af405249b9,4c28632a1ac678cf75a2110234adbf29,3,4,5,1
