game_id,event_num,event_msg_type,period,wc_time,pc_time,action_type,option1,option2,option3,team_id,person1,person2,person3,team_id_type,person1_type,person2_type,person3_type
4c586da09a05a775832969387305b688,2,12,1,675910,7200,0,0,0,0,1473d70e5646a26de3c52aa1abd85b1f,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,0,0,0,0
4c586da09a05a775832969387305b688,4,10,1,675910,7200,0,0,0,0,91ea9fc14670a54b9902eb062b416ccf,1c5bebebc83437eca5ef0aaf6eabb15a,83c15c0962941640faab838a8f6f151d,11beb0ae23e6425510297a31fa21881e,3,4,5,5
4c586da09a05a775832969387305b688,7,1,1,676070,7020,79,2,0,0,b5464c11e1a8a18452a7d2988badfe0c,83c15c0962941640faab838a8f6f151d,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,3,5,0,0
0,0,0,0,0,7020,0,0,0,0,0,0,0,0,0,0,0,0
4c586da09a05a775832969387305b688,8,2,1,676280,6820,1,3,0,0,91ea9fc14670a54b9902eb062b416ccf,2c447ab0a100cb50766552b0f6fadc2d,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,2,4,0,0
4c586da09a05a775832969387305b688,9,4,1,676300,6800,0,0,0,0,b5464c11e1a8a18452a7d2988badfe0c,83c15c0962941640faab838a8f6f151d,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,2,5,0,0
0,0,0,0,0,6800,0,0,0,0,0,0,0,0,0,0,0,0
4c586da09a05a775832969387305b688,10,5,1,676380,6760,40,0,0,0,b5464c11e1a8a18452a7d2988badfe0c,7dfbb5980c066844384ba7424aceae47,0370a0d090da0d0edc6319f120187e0e,0dbfa74eaa91ec9fc8b56a0988d678bb,3,5,0,1
0,0,0,0,0,6760,0,0,0,0,0,0,0,0,0,0,0,0
4c586da09a05a775832969387305b688,11,2,1,676590,6600,5,2,0,0,91ea9fc14670a54b9902eb062b416ccf,1c5bebebc83437eca5ef0aaf6eabb15a,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,2,4,0,0
4c586da09a05a775832969387305b688,12,4,1,676600,6580,0,0,0,0,91ea9fc14670a54b9902eb062b416ccf,1c5bebebc83437eca5ef0aaf6eabb15a,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,2,4,0,0
4c586da09a05a775832969387305b688,13,1,1,676620,6570,3,2,0,0,91ea9fc14670a54b9902eb062b416ccf,1c5bebebc83437eca5ef0aaf6eabb15a,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,2,4,0,0
0,0,0,0,0,6570,0,0,0,0,0,0,0,0,0,0,0,0
4c586da09a05a775832969387305b688,14,2,1,676700,6480,79,2,0,0,b5464c11e1a8a18452a7d2988badfe0c,ff52c317e26534ae1679da3c917e9fec,0370a0d090da0d0edc6319f120187e0e,0370a0d090da0d0edc6319f120187e0e,3,5,0,0
